Chitral 	1
Swat 	8
Upper Dir 	3
Lower Dir 	5
Malakand 	2
Buner 	3
Shangla 	2
Kohistan 	1
Lower Kohistan 	1
Kolai Palas 	1
Battagram 	2
Mansehra 	5
Torghar 	1
Abbottabad 	4
Haripur 	3
Swabi 	5
Mardan 	8
Charsadda 	5
Nowshera 	5
Peshawar 	14
Kohat 	3
Hangu 	2
Karak 	2
Bannu 	4
Lakki Marwat 	3
Tank 	1
Dera Ismail Khan 	5
Bajaur 	3
Mohmand 	2
Khyber 	3
Kurram 	2
Orakzai 	1
North Waziristan 	2
South Waziristan 	2
Ex Frontier regions 	1
