Attock 	5 	66
Rawalpindi 	15
Chakwal 	4
Jhelum 	3
Gujrat 	7
Sialkot 	11
Narowal 	5
Gujranwala 	14
Mandi Bahauddin 	4
Hafizabad 	3
Sargodha 	10
Khushab 	3
Mianwali 	4
Bhakkar 	4
Chiniot 	4
Faisalabad 	20
Toba Tek Singh 	6
Jhang 	7
Nankana Sahib 	4
Sheikhupura 	9
Lahore 	30
Kasur 	9
Okara 	9
Pakpattan 	5
Sahiwal 	7
Khanewal 	8
Multan 	13
Lodhran 	5
Vehari 	8
Bahawalnagar 	8
Bahawalpur 	10
Rahim Yar Khan 	13
Muzaffargarh 	12
Layyah 	5
Dera Ghazi Khan 	8
Rajanpur 	5
