Musakhel 	1
Sherani	1
Zhob 	1
Killa Saifullah 	1
Loralai 	1
Dukki 	1
Ziarat 	1
Harnai	1
Sibi 	1
Lehri	1
Barkhan 	1
Kohlu 	1
Dera Bugti 	1
Nasirabad 	2
Jafarabad 	1
Sohbatpur 	1
Jhal Magsi 	1
Kachhi	1
Pishin 	2
Killa Abdullah 	3
Quetta 	9
Nushki 	1
Chagai 	1
Mastung 	1
Shaheed	1
Sikandarabad 	1
Kalat 	1
Khuzdar 	2
Washuk 	1
Kharan 	1
Panjgur 	1
Awaran	1
Kech 	4
Lasbela 	2
Gawadar 	1
